"ID";"NumberOfParkingMeter";"global_id";"AdmArea";"District";"StreetName";"Location";"longitude";"latitude";"ParkingZoneNumber";"geoData";
"1123";"Паркомат № 3177";"5004943";"Северо-Восточный административный округ";"район Марьина Роща";"1-й проезд Марьиной Рощи";"1-й проезд Марьиной Рощи, напротив дома 11";"37.619144";"55.794428";"4016";"{type=Point, coordinates=[37.6191440309449, 55.79442763199]}";
"1130";"Паркомат № 3184";"5004953";"Северо-Восточный административный округ";"район Марьина Роща";"Лазаревский переулок";"Лазаревский переулок, дом 4";"37.6132098";"55.7910311";"3016";"{type=Point, coordinates=[37.613209830264, 55.7910307318639]}";
"1134";"Паркомат № 3188";"5004958";"Северо-Восточный административный округ";"Алексеевский район";"3-я Мытищинская улица";"3-я Мытищинская улица, дом 7";"37.6453525";"55.8080975";"4023";"{type=Point, coordinates=[37.6453525309338, 55.8080971319005]}";
"1135";"Паркомат № 3189";"5004959";"Восточный административный округ";"район Соколиная Гора";"Медовый переулок";"Медовый переулок, дом 8";"37.7100858";"55.7834226";"4027";"{type=Point, coordinates=[37.7100858305756, 55.7834222319429]}";
"1137";"Паркомат № 3191";"5004962";"Северо-Восточный административный округ";"Останкинский район";"проспект Мира";"проспект Мира, дом 91, корпус 3";"37.6366818";"55.8067983";"4022";"{type=Point, coordinates=[37.6366818303071, 55.8067979319403]}";
"1140";"Паркомат № 3194";"5004966";"Восточный административный округ";"район Сокольники";"улица Матросская Тишина";"улица Матросская Тишина, дом 1/3, корпус 15";"37.692858";"55.7887329";"4025";"{type=Point, coordinates=[37.6928580308152, 55.7887325317361]}";
"1144";"Паркомат № 3198";"5004971";"Северо-Восточный административный округ";"Алексеевский район";"Кулаков переулок";"Кулаков переулок, напротив дома 15";"37.6500982";"55.8039252";"4023";"{type=Point, coordinates=[37.65009823092, 55.8039248318718]}";
"1145";"Паркомат № 3199";"5004972";"Северо-Восточный административный округ";"Алексеевский район";"Кулаков переулок";"Кулаков переулок, дом 9А";"37.6422071";"55.8045101";"4023";"{type=Point, coordinates=[37.6422071305003, 55.8045097318822]}";
"1148";"Паркомат № 3202";"5004977";"Восточный административный округ";"район Преображенское";"улица Преображенский Вал";"улица Преображенский Вал, дом 24, корпус 2";"37.7158338";"55.7914119";"4026";"{type=Point, coordinates=[37.7158338308248, 55.7914115317492]}";
"1153";"Паркомат № 3207";"5004983";"Восточный административный округ";"район Преображенское";"Буженинова улица";"Буженинова улица, напротив дома 44";"37.7098203";"55.793682";"4026";"{type=Point, coordinates=[37.7098203308356, 55.7936816317672]}";
"1154";"Паркомат № 3208";"5004984";"Центральный административный округ";"Басманный район";"Госпитальный переулок";"Госпитальный переулок, дом 12, строение 5";"37.6886415";"55.7716096";"3007";"{type=Point, coordinates=[37.688641531081, 55.7716092315639]}";
"1157";"Паркомат № 3211";"5004988";"Центральный административный округ";"Красносельский район";"Малая Красносельская улица";"Малая Красносельская улица, напротив дома 7, строение 2";"37.6584613";"55.7862566";"3006";"{type=Point, coordinates=[37.6584613311064, 55.7862562318969]}";
"1163";"Паркомат № 3217";"5004996";"Северо-Восточный административный округ";"Останкинский район";"проезд Ольминского";"проезд Ольминского, дом 3";"37.632865";"55.8135681";"4022";"{type=Point, coordinates=[37.6328650305546, 55.8135677319436]}";
"1164";"Паркомат № 3218";"5004997";"Северо-Восточный административный округ";"Останкинский район";"проспект Мира";"проспект Мира, дом 103";"37.6372719";"55.8137105";"4022";"{type=Point, coordinates=[37.6372719305368, 55.8137101319414]}";
"1165";"Паркомат № 3219";"5004999";"Центральный административный округ";"Таганский район";"улица Прямикова";"улица Прямикова, дом 1";"37.6762364";"55.7476482";"3008";"{type=Point, coordinates=[37.6762364311819, 55.7476478316533]}";
"1166";"Паркомат № 3220";"5005000";"Северо-Восточный административный округ";"Останкинский район";"Аргуновская улица";"Аргуновская улица, дом 12, корпус 2";"37.6204893";"55.8170892";"4022";"{type=Point, coordinates=[37.6204893306118, 55.8170888319736]}";
"1168";"Паркомат № 3222";"5005003";"Северо-Восточный административный округ";"Останкинский район";"Звёздный бульвар";"Звёздный бульвар, напротив дома 11";"37.6300487";"55.8139877";"4022";"{type=Point, coordinates=[37.6300487305669, 55.8139873319481]}";
"1169";"Паркомат № 3223";"5005004";"Восточный административный округ";"район Сокольники";"3-я Рыбинская улица";"3-я Рыбинская улица, дом 18, строение 5";"37.6595449";"55.7909919";"4025";"{type=Point, coordinates=[37.6595449308832, 55.7909915317869]}";
"1175";"Паркомат № 3229";"5005012";"Восточный административный округ";"район Преображенское";"Краснобогатырская улица";"Краснобогатырская улица, дом 95";"37.714498";"55.7981963";"4026";"{type=Point, coordinates=[37.7144980308396, 55.7981959317912]}";
"1176";"Паркомат № 3230";"5005014";"Восточный административный округ";"район Сокольники";"Русаковская улица";"Русаковская улица, дом 28, строение 1А";"37.6834729";"55.7889425";"4025";"{type=Point, coordinates=[37.6834729308539, 55.7889421317574]}";
"1177";"Паркомат № 3231";"5005015";"Восточный административный округ";"район Сокольники";"Стромынский переулок";"Стромынский переулок, дом 5";"37.6947194";"55.7926597";"4025";"{type=Point, coordinates=[37.6947194308197, 55.7926593315719]}";
"1178";"Паркомат № 3232";"5005016";"Центральный административный округ";"Мещанский район";"Орловский переулок";"Орловский переулок, дом 61/2, строение 11";"37.6244751";"55.7879231";"3005";"{type=Point, coordinates=[37.6244751305758, 55.7879227318626]}";
"1180";"Паркомат № 3234";"5005019";"Северо-Восточный административный округ";"Алексеевский район";"Графский переулок";"Графский переулок, дом 9, строение 4";"37.6442349";"55.8029558";"4023";"{type=Point, coordinates=[37.6442349304894, 55.8029554318714]}";
"1182";"Паркомат № 3236";"5005021";"Северо-Восточный административный округ";"Алексеевский район";"Кучин переулок";"Кучин переулок, дом 14, строение 2";"37.6388061";"55.8033674";"4023";"{type=Point, coordinates=[37.6388061305121, 55.8033670318776]}";
"1183";"Паркомат № 3237";"5005023";"Юго-Восточный административный округ";"район Кузьминки";"Волгоградский проспект";"Волгоградский проспект, дом 125";"37.7684668";"55.7054246";"4049";"{type=Point, coordinates=[37.7684668304403, 55.7054242314349]}";
"1186";"Паркомат № 3240";"5005027";"Северо-Восточный административный округ";"район Марьина Роща";"Рижская площадь";"Рижская площадь, напротив дома 1";"37.6333344";"55.7926054";"4016";"{type=Point, coordinates=[37.6333344308652, 55.7926050319816]}";
"1192";"Паркомат № 3246";"5005035";"Центральный административный округ";"Таганский район";"Школьная улица";"Школьная улица, дом 8";"37.6693296";"55.745349";"3008";"{type=Point, coordinates=[37.6693296308158, 55.745348631486]}";
"1194";"Паркомат № 3248";"5005037";"Юго-Восточный административный округ";"район Лефортово";"улица Золоторожский Вал";"улица Золоторожский Вал, напротив дома 32, строение 29";"37.6841301";"55.7496787";"3017";"{type=Point, coordinates=[37.6841301305991, 55.7496783314128]}";
"1195";"Паркомат № 3249";"5005039";"Юго-Восточный административный округ";"район Лефортово";"проезд Завода Серп и Молот";"проезд Завода Серп и Молот, дом 3, строение 1";"37.6968759";"55.7550645";"4017";"{type=Point, coordinates=[37.6968759307723, 55.7550641315435]}";
"1196";"Паркомат № 3250";"5005040";"Юго-Восточный административный округ";"район Лефортово";"проезд Завода Серп и Молот";"проезд Завода Серп и Молот, дом 12";"37.7062583";"55.7512758";"4017";"{type=Point, coordinates=[37.7062583307555, 55.751275431514]}";
"1197";"Паркомат № 3251";"5005041";"Юго-Восточный административный округ";"Южнопортовый район";"Шарикоподшипниковская улица";"Шарикоподшипниковская улица, дом 11, строение 5";"37.676416";"55.7185359";"3018";"{type=Point, coordinates=[37.676416030399, 55.7185355313584]}";
"1198";"Паркомат № 3252";"5005043";"Центральный административный округ";"Басманный район";"Переведеновский переулок";"Переведеновский переулок, дом 13";"37.6878422";"55.7791163";"4007";"{type=Point, coordinates=[37.6878422308296, 55.779115931695]}";
"1201";"Паркомат № 3255";"5005047";"Центральный административный округ";"Таганский район";"Школьная улица";"Школьная улица, дом 26-42, строение 1";"37.6762712";"55.7458019";"3008";"{type=Point, coordinates=[37.6762712310139, 55.7458015315515]}";
"1202";"Паркомат № 3256";"5005048";"Центральный административный округ";"Таганский район";"Библиотечная улица";"Библиотечная улица, дом 19";"37.6735863";"55.7446319";"3008";"{type=Point, coordinates=[37.6735863310216, 55.74463153165]}";
"1203";"Паркомат № 3257";"5005049";"Восточный административный округ";"район Соколиная Гора";"Щербаковская улица";"Щербаковская улица, дом 26";"37.7283383";"55.7825523";"4027";"{type=Point, coordinates=[37.7283383307944, 55.7825519316868]}";
"1205";"Паркомат № 3259";"5005052";"Центральный административный округ";"Мещанский район";"улица Советской Армии";"улица Советской Армии, дом 6";"37.6170534";"55.7869232";"3005";"{type=Point, coordinates=[37.6170534302875, 55.7869228316696]}";
"1207";"Паркомат № 3261";"5005054";"Северо-Восточный административный округ";"Останкинский район";"улица Бочкова";"улица Бочкова, дом 9";"37.6304443";"55.8104212";"4022";"{type=Point, coordinates=[37.6304443305588, 55.8104208319263]}";
"1208";"Паркомат № 3262";"5005056";"Северо-Восточный административный округ";"район Марьина Роща";"Стрелецкая улица";"Стрелецкая улица, дом 7";"37.603173";"55.796155";"4016";"{type=Point, coordinates=[37.6031730308998, 55.7961546317627]}";
"1215";"Паркомат № 3269";"5005065";"Центральный административный округ";"Басманный район";"Большая Почтовая улица";"Большая Почтовая улица, дом 6";"37.6885182";"55.7737549";"4007";"{type=Point, coordinates=[37.6885182308181, 55.7737545316622]}";
"1216";"Паркомат № 3270";"5005066";"Северо-Восточный административный округ";"район Марьина Роща";"Октябрьская улица";"Октябрьская улица, дом 18";"37.6137945";"55.7875536";"3016";"{type=Point, coordinates=[37.6137945301988, 55.7875532318791]}";
"1219";"Паркомат № 3273";"5005070";"Юго-Восточный административный округ";"Нижегородский район";"Скотопрогонная улица";"Скотопрогонная улица, дом 29/1";"37.6950735";"55.7309525";"3028";"{type=Point, coordinates=[37.6950735304113, 55.7309521315263]}";
"1221";"Паркомат № 3275";"5005073";"Северо-Восточный административный округ";"район Отрадное";"улица Хачатуряна";"улица Хачатуряна, дом 20";"37.6040071";"55.8622448";"4024";"{type=Point, coordinates=[37.6040071307664, 55.8622444322593]}";
"1224";"Паркомат № 3278";"5005077";"Юго-Западный административный округ";"Академический район";"улица Кржижановского";"улица Кржижановского, дом 12/13";"37.5676149";"55.6808177";"4034";"{type=Point, coordinates=[37.5676149301126, 55.6808173311913]}";
"1225";"Паркомат № 3279";"5005078";"Западный административный округ";"район Тропарёво-Никулино";"Рузская улица";"Рузская улица (улица Покрышкина, дом 4)";"37.48065";"55.66469";"4067";"{type=Point, coordinates=[37.4806500311721, 55.6646896310936]}";
"1226";"Паркомат № 3280";"5005079";"Центральный административный округ";"Мещанский район";"улица Верземнека";"улица Верземнека, дом 1";"37.6290912";"55.7889908";"3005";"{type=Point, coordinates=[37.6290912305463, 55.7889904319108]}";
"1227";"Паркомат № 3281";"5005080";"Центральный административный округ";"Басманный район";"улица Казакова";"улица Казакова, напротив дома 27";"37.6682943";"55.7634903";"3007";"{type=Point, coordinates=[37.6682943305738, 55.7634899318389]}";
"1228";"Паркомат № 3282";"5005082";"Северо-Восточный административный округ";"район Марьина Роща";"5-й проезд Марьиной Рощи";"5-й проезд Марьиной Рощи, дом 15А";"37.61914";"55.79845";"4016";"{type=Point, coordinates=[37.6191400307544, 55.7984496318493]}";
"1230";"Паркомат № 3284";"5005084";"Юго-Западный административный округ";"Академический район";"улица Кржижановского";"улица Кржижановского, дом 4, корпус 1";"37.5619876";"55.6827004";"4034";"{type=Point, coordinates=[37.5619876301715, 55.6827000312065]}";
"1232";"Паркомат № 3286";"5005087";"Центральный административный округ";"Красносельский район";"5-й Красносельский переулок";"5-й Красносельский переулок, дом 3";"37.654556";"55.7863712";"3006";"{type=Point, coordinates=[37.6545560311772, 55.7863708317626]}";
"1236";"Паркомат № 3290";"5005093";"Юго-Восточный административный округ";"район Лефортово";"Красноказарменный проезд";"Красноказарменный проезд, дом 12, строение 7";"37.7061081";"55.7542856";"4017";"{type=Point, coordinates=[37.7061081308682, 55.7542852313508]}";
"1240";"Паркомат № 3294";"5005098";"Юго-Восточный административный округ";"район Лефортово";"Авиамоторная улица";"Авиамоторная улица, дом 47";"37.7182503";"55.7501533";"4017";"{type=Point, coordinates=[37.7182503306584, 55.7501529315182]}";
"1241";"Паркомат № 3295";"5005099";"Южный административный округ";"Донской район";"1-й Донской проезд";"1-й Донской проезд, напротив дома 43";"37.6055199";"55.716037";"3020";"{type=Point, coordinates=[37.6055199306199, 55.7160366314634]}";
"1242";"Паркомат № 3296";"5005100";"Южный административный округ";"район Чертаново Северное";"Сумская улица";"Сумская улица, напротив дома 8, корпус 1";"37.6021886";"55.6240919";"4030";"{type=Point, coordinates=[37.602188630313, 55.6240915308275]}";
"1250";"Паркомат № 3304";"5005111";"Северо-Западный административный округ";"район Щукино";"1-й Волоколамский проезд";"1-й Волоколамский проезд, дом 9, корпус 1";"37.49176";"55.80149";"4037";"{type=Point, coordinates=[37.491760031088, 55.8014896321248]}";
"1252";"Паркомат № 3306";"5005113";"Восточный административный округ";"район Преображенское";"Суворовская улица";"Суворовская улица, дом 22";"37.7116871";"55.7934845";"4026";"{type=Point, coordinates=[37.7116871308332, 55.7934841317647]}";
"1253";"Паркомат № 3307";"5005115";"Восточный административный округ";"район Преображенское";"улица Преображенский Вал";"улица Преображенский Вал, дом 19";"37.7148575";"55.7926567";"4026";"{type=Point, coordinates=[37.7148575308282, 55.7926563317574]}";
"1258";"Паркомат № 3312";"5005121";"Восточный административный округ";"район Новогиреево";"Зелёный проспект";"Зелёный проспект, дом 75";"37.81371";"55.75224";"4046";"{type=Point, coordinates=[37.8137100306106, 55.7522396314778]}";
"1260";"Паркомат № 3314";"5005124";"Юго-Восточный административный округ";"район Печатники";"2-й Южнопортовый проезд";"2-й Южнопортовый проезд, дом 14/22";"37.6898217";"55.7037153";"4029";"{type=Point, coordinates=[37.6898217306761, 55.70371493124]}";
"1261";"Паркомат № 3315";"5005125";"Южный административный округ";"Даниловский район";"6-й Рощинский проезд";"6-й Рощинский проезд, дом 7/8, строение 3";"37.6154253";"55.7081433";"3019";"{type=Point, coordinates=[37.615425330711, 55.7081429314931]}";
"1262";"Паркомат № 3316";"5005127";"Южный административный округ";"район Чертаново Северное";"Кировоградская улица";"Кировоградская улица, дом 8, корпус 4";"37.6106966";"55.6266997";"4030";"{type=Point, coordinates=[37.6106966302891, 55.626699330837]}";
"1268";"Паркомат № 3322";"5005134";"Северо-Восточный административный округ";"Останкинский район";"проспект Мира";"проспект Мира, дом 85";"37.6354318";"55.8027071";"4022";"{type=Point, coordinates=[37.6354318305246, 55.8027067318761]}";
"1270";"Паркомат № 3324";"5005137";"Северо-Восточный административный округ";"Останкинский район";"Звёздный бульвар";"Звёздный бульвар, напротив дома 3";"37.6350832";"55.816075";"4022";"{type=Point, coordinates=[37.63508323055, 55.8160746319572]}";
"1271";"Паркомат № 3325";"5005138";"Центральный административный округ";"Мещанский район";"1-й Коптельский переулок";"1-й Коптельский переулок, дом 9, строение 1";"37.638393";"55.7753435";"3005";"{type=Point, coordinates=[37.6383930301302, 55.775343131902]}";
"1273";"Паркомат № 3327";"5005141";"Восточный административный округ";"район Соколиная Гора";"Щербаковская улица";"Щербаковская улица, дом 5А";"37.7249613";"55.7831617";"4027";"{type=Point, coordinates=[37.7249613307991, 55.7831613316929]}";
"1275";"Паркомат № 3329";"5005144";"Центральный административный округ";"Таганский район";"Вековая улица";"Вековая улица, напротив дома 10";"37.6734254";"55.743575";"3008";"{type=Point, coordinates=[37.6734254310742, 55.7435746315742]}";
"1280";"Паркомат № 3334";"5005150";"Юго-Западный административный округ";"район Черёмушки";"Новочерёмушкинская улица";"Новочерёмушкинская улица, дом 62, корпус 1";"37.5617195";"55.6654504";"4035";"{type=Point, coordinates=[37.5617195301429, 55.6654500311035]}";
"1281";"Паркомат № 3335";"5005152";"Центральный административный округ";"Таганский район";"улица Малые Каменщики";"улица Малые Каменщики, дом 10";"37.653465";"55.736969";"3008";"{type=Point, coordinates=[37.6534650307568, 55.7369686313652]}";
"1282";"Паркомат № 3336";"5005153";"Юго-Западный административный округ";"район Черёмушки";"Нахимовский проспект";"Нахимовский проспект, дом 67";"37.5567761";"55.6810219";"4035";"{type=Point, coordinates=[37.5567761302198, 55.6810215312001]}";
"1284";"Паркомат № 3338";"5005155";"Юго-Западный административный округ";"Академический район";"улица Кржижановского";"улица Кржижановского, дом 7, корпус 1";"37.5647208";"55.6820909";"4034";"{type=Point, coordinates=[37.5647208301435, 55.682090531201]}";
"1286";"Паркомат № 3340";"5005158";"Юго-Западный административный округ";"район Коньково";"улица Введенского";"улица Введенского, напротив дома 3";"37.545497";"55.646925";"4057";"{type=Point, coordinates=[37.5454970300818, 55.6469246311808]}";
"1294";"Паркомат № 3348";"5005169";"Южный административный округ";"район Чертаново Центральное";"Днепропетровский проезд";"Днепропетровский проезд, дом 4А, строение 31Б";"37.615692";"55.620388";"4031";"{type=Point, coordinates=[37.6156920302601, 55.6203876307959]}";
"1295";"Паркомат № 3349";"5005170";"Южный административный округ";"район Царицыно";"Каспийская улица";"Каспийская улица, дом 18";"37.6790714";"55.6266513";"4032";"{type=Point, coordinates=[37.6790714305297, 55.6266509307873]}";
"1296";"Паркомат № 3350";"5005171";"Южный административный округ";"район Царицыно";"Товарищеская улица";"Товарищеская улица, напротив дома 6";"37.667453";"55.619739";"4032";"{type=Point, coordinates=[37.6674530305247, 55.6197386307544]}";
"1297";"Паркомат № 3351";"5005173";"Южный административный округ";"район Царицыно";"Каспийская улица";"Каспийская улица, напротив дома 36А";"37.668858";"55.619291";"4032";"{type=Point, coordinates=[37.6688580305227, 55.6192906307508]}";
"1298";"Паркомат № 3352";"5005174";"Северный административный округ";"Хорошёвский район";"4-я Магистральная улица";"4-я Магистральная улица, дом 7, строение 2А";"37.5183508";"55.7722297";"4013";"{type=Point, coordinates=[37.5183508304873, 55.7722293317757]}";
"1299";"Паркомат № 3353";"5005175";"Северный административный округ";"Хорошёвский район";"1-й Хорошёвский проезд";"1-й Хорошёвский проезд, дом 6";"37.5485417";"55.7765051";"4013";"{type=Point, coordinates=[37.5485417307168, 55.7765047318406]}";
"1300";"Паркомат № 3354";"5005177";"Северный административный округ";"район Беговой";"улица Поликарпова";"улица Поликарпова, дом 8";"37.5522378";"55.7770241";"4012";"{type=Point, coordinates=[37.5522378300503, 55.7770237317235]}";
"1301";"Паркомат № 3355";"5005178";"Северный административный округ";"Хорошёвский район";"4-я Магистральная улица";"4-я Магистральная улица, дом 5";"37.5203276";"55.7746768";"4013";"{type=Point, coordinates=[37.5203276304408, 55.774676431789]}";
"1302";"Паркомат № 3356";"5005179";"Северный административный округ";"Хорошёвский район";"проезд Берёзовой Рощи";"проезд Берёзовой Рощи (Хорошёвское шоссе, дом 78, корпус 4)";"37.5225189";"55.7800711";"4013";"{type=Point, coordinates=[37.522518930394, 55.78007073182]}";
"1303";"Паркомат № 3357";"5005181";"Северный административный округ";"район Беговой";"2-й Боткинский проезд";"2-й Боткинский проезд, дом 2";"37.5570122";"55.7806414";"4012";"{type=Point, coordinates=[37.5570122302142, 55.7806410319379]}";
"1304";"Паркомат № 3358";"5005182";"Северо-Восточный административный округ";"район Марьина Роща";"Савёловский проезд";"Савёловский проезд, напротив дома 13/1";"37.5956896";"55.793293";"4016";"{type=Point, coordinates=[37.5956896307213, 55.7932926317393]}";
"1305";"Паркомат № 3359";"5005183";"Северный административный округ";"район Беговой";"1-й Боткинский проезд";"1-й Боткинский проезд, дом 31, строение 30";"37.5605822";"55.785587";"4012";"{type=Point, coordinates=[37.5605822303454, 55.7855866320546]}";
"1306";"Паркомат № 3360";"5005185";"Северный административный округ";"район Беговой";"1-й Боткинский проезд";"1-й Боткинский проезд, дом 2/6";"37.5556576";"55.7822236";"4012";"{type=Point, coordinates=[37.5556576300719, 55.7822232318548]}";
"1308";"Паркомат № 3362";"5005187";"Северо-Восточный административный округ";"Останкинский район";"Новомосковская улица";"Новомосковская улица, напротив дома 13, корпус 4";"37.616907";"55.818749";"4022";"{type=Point, coordinates=[37.6169070306297, 55.8187486319862]}";
"1309";"Паркомат № 3363";"5005189";"Северо-Восточный административный округ";"район Марьина Роща";"улица Двинцев";"улица Двинцев, дом 12, корпус 1";"37.5995546";"55.7960071";"4016";"{type=Point, coordinates=[37.5995546304243, 55.7960067320272]}";
"1310";"Паркомат № 3364";"5005190";"Южный административный округ";"район Царицыно";"Луганская улица";"Луганская улица, дом 12А";"37.668424";"55.622635";"4032";"{type=Point, coordinates=[37.6684240305298, 55.6226346307709]}";
"1313";"Паркомат № 3367";"5005194";"Восточный административный округ";"район Преображенское";"Суворовская улица";"Суворовская улица, дом 2/1, корпус 1";"37.7099007";"55.7887329";"4026";"{type=Point, coordinates=[37.7099007308258, 55.7887325317373]}";
"1314";"Паркомат № 3368";"5005195";"Южный административный округ";"район Чертаново Центральное";"Днепропетровская улица";"Днепропетровская улица, дом 7, корпус 1";"37.5987125";"55.6228501";"4031";"{type=Point, coordinates=[37.5987125303223, 55.6228497308226]}";
"1315";"Паркомат № 3369";"5005197";"Южный административный округ";"Даниловский район";"1-й Кожуховский проезд";"1-й Кожуховский проезд, напротив дома 15";"37.6634047";"55.7069887";"3019";"{type=Point, coordinates=[37.6634047303026, 55.7069883313693]}";
"1316";"Паркомат № 3370";"5005198";"Южный административный округ";"район Чертаново Северное";"Сумская улица";"Сумская улица, дом 128, корпус 2";"37.6111955";"55.6228864";"4030";"{type=Point, coordinates=[37.6111955302801, 55.622886030814]}";
"1318";"Паркомат № 3372";"5005201";"Южный административный округ";"район Чертаново Центральное";"Кировоградская улица";"Кировоградская улица, напротив дома 24, корпус 1";"37.60452";"55.61302";"4031";"{type=Point, coordinates=[37.6045200302836, 55.61301963076]}";
"1319";"Паркомат № 3373";"5005202";"Юго-Восточный административный округ";"Южнопортовый район";"улица Трофимова";"улица Трофимова, напротив дома 35/20";"37.6852325";"55.7042942";"4018";"{type=Point, coordinates=[37.6852325306815, 55.7042938312468]}";
"1320";"Паркомат № 3374";"5005203";"Юго-Восточный административный округ";"Южнопортовый район";"Южнопортовая улица";"Южнопортовая улица, напротив дома 22, строение 10";"37.6887247";"55.7049531";"4018";"{type=Point, coordinates=[37.6887247306796, 55.7049527312482]}";
"1321";"Паркомат № 3375";"5005205";"Южный административный округ";"район Чертаново Центральное";"Днепропетровский проезд";"Днепропетровский проезд, дом 4А, строение 1";"37.620777";"55.619786";"4031";"{type=Point, coordinates=[37.6207770302418, 55.6197856307888]}";
"1323";"Паркомат № 3377";"5005208";"Южный административный округ";"Донской район";"улица Орджоникидзе";"улица Орджоникидзе, дом 11, строение 1";"37.5957084";"55.7098691";"3020";"{type=Point, coordinates=[37.5957084304998, 55.7098687314605]}";
"1324";"Паркомат № 3378";"5005209";"Южный административный округ";"Донской район";"5-й Донской проезд";"5-й Донской проезд, дом 21";"37.598691";"55.7080496";"3020";"{type=Point, coordinates=[37.5986910303663, 55.7080492311276]}";
"1325";"Паркомат № 3379";"5005210";"Центральный административный округ";"район Замоскворечье";"Кожевнический проезд";"Кожевнический проезд, дом 4/5";"37.6448518";"55.730303";"3009";"{type=Point, coordinates=[37.6448518306793, 55.7303026316037]}";
"1326";"Паркомат № 3380";"5005211";"Юго-Восточный административный округ";"район Лефортово";"Авиамоторная улица";"Авиамоторная улица, дом 6, строение 4";"37.7159733";"55.7576032";"4017";"{type=Point, coordinates=[37.7159733305005, 55.7576028313879]}";
"1327";"Паркомат № 3381";"5005213";"Юго-Восточный административный округ";"район Лефортово";"Красноказарменная улица";"Красноказарменная улица, напротив дома 16";"37.7112472";"55.7534464";"4017";"{type=Point, coordinates=[37.7112472309051, 55.7534460316208]}";
"1328";"Паркомат № 3382";"5005214";"Южный административный округ";"район Чертаново Северное";"Днепропетровская улица";"Днепропетровская улица, дом 4Б";"37.602623";"55.6225048";"4030";"{type=Point, coordinates=[37.6026230303084, 55.6225044308178]}";
"1329";"Паркомат № 3383";"5005215";"Северо-Восточный административный округ";"Останкинский район";"проспект Мира";"проспект Мира, дом 97";"37.6366389";"55.8091859";"4022";"{type=Point, coordinates=[37.6366389305313, 55.8091855319144]}";
"1331";"Паркомат № 3385";"5005218";"Восточный административный округ";"район Сокольники";"2-я Рыбинская улица";"2-я Рыбинская улица, дом 18, строение 1";"37.6589871";"55.7896317";"4025";"{type=Point, coordinates=[37.658987130881, 55.7896313317791]}";
"1332";"Паркомат № 3386";"5005219";"Центральный административный округ";"Мещанский район";"Большая Переяславская улица";"Большая Переяславская улица, дом 46, строение 2";"37.6407158";"55.7869081";"3005";"{type=Point, coordinates=[37.6407158309212, 55.7869077317557]}";
"1334";"Паркомат № 3388";"5005222";"Восточный административный округ";"район Соколиная Гора";"Барабанный переулок";"Барабанный переулок, дом 11, корпус 5";"37.7081251";"55.7836595";"4027";"{type=Point, coordinates=[37.7081251308081, 55.7836591316904]}";
"1335";"Паркомат № 3389";"5005223";"Восточный административный округ";"район Соколиная Гора";"площадь Журавлёва";"площадь Журавлёва, дом 4";"37.703147";"55.7840305";"4027";"{type=Point, coordinates=[37.7031470304288, 55.7840301314911]}";
"1338";"Паркомат № 3392";"5005227";"Северо-Восточный административный округ";"Останкинский район";"улица Бочкова";"улица Бочкова, дом 5";"37.6342879";"55.8101872";"4022";"{type=Point, coordinates=[37.6342879305427, 55.8101868319221]}";
"1340";"Паркомат № 3394";"5005230";"Северо-Восточный административный округ";"Останкинский район";"Звёздный бульвар";"Звёздный бульвар, дом 23, строение 2";"37.6247406";"55.8118175";"4022";"{type=Point, coordinates=[37.6247406305847, 55.8118171319387]}";
"1342";"Паркомат № 3396";"5005232";"Центральный административный округ";"Басманный район";"улица Фридриха Энгельса";"улица Фридриха Энгельса, дом 43/45";"37.6878906";"55.7756287";"4007";"{type=Point, coordinates=[37.6878906308225, 55.7756283316738]}";
"1346";"Паркомат № 3400";"5005238";"Центральный административный округ";"Таганский район";"Вековая улица";"Вековая улица, дом 1";"37.6692894";"55.7433138";"3008";"{type=Point, coordinates=[37.6692894312027, 55.7433134312589]}";
"1347";"Паркомат № 3401";"5005239";"Центральный административный округ";"Таганский район";"Малый Рогожский переулок";"Малый Рогожский переулок, дом 6, корпус 2, строение 1";"37.6741442";"55.7425755";"3008";"{type=Point, coordinates=[37.6741442306224, 55.7425751316311]}";
"1350";"Паркомат № 3404";"5005243";"Восточный административный округ";"район Сокольники";"Песочный переулок";"Песочный переулок, напротив дома 3";"37.6755363";"55.7904762";"4025";"{type=Point, coordinates=[37.6755363310496, 55.7904758315546]}";
"1352";"Паркомат № 3406";"5005246";"Восточный административный округ";"район Соколиная Гора";"Мажоров переулок";"Мажоров переулок, дом 6";"37.7117944";"55.7831164";"4027";"{type=Point, coordinates=[37.7117944307353, 55.7831160317195]}";
"1357";"Паркомат № 3411";"5005252";"Северо-Восточный административный округ";"район Отрадное";"улица Декабристов";"улица Декабристов, напротив дома 15Б";"37.6037711";"55.8644092";"4024";"{type=Point, coordinates=[37.6037711307715, 55.8644088322726]}";
"1358";"Паркомат № 3412";"5005254";"Юго-Западный административный округ";"район Черёмушки";"Нахимовский проспект";"Нахимовский проспект, дом 65";"37.5582138";"55.6801705";"4035";"{type=Point, coordinates=[37.5582138302041, 55.680170131194]}";
"1359";"Паркомат № 3413";"5005255";"Юго-Западный административный округ";"Академический район";"улица Кржижановского";"улица Кржижановского, дом 15, корпус 3";"37.571539";"55.6797893";"4034";"{type=Point, coordinates=[37.571539030531, 55.6797889311818]}";
