"ID";"NumberOfParkingMeter";"global_id";"AdmArea";"District";"StreetName";"Location";"longitude";"latitude";"ParkingZoneNumber";"geoData";
"71";"Паркомат № 2071";"1774401";"Северный административный округ";"район Аэропорт";"улица Авиаконструктора Яковлева";"улица Авиаконструктора Яковлева, дом 27, корпус 2";"37.5198958";"55.8063024";"4014";"{type=Point, coordinates=[37.5198958305129, 55.8063020319805]}";
"72";"Паркомат № 2072";"1774402";"Центральный административный округ";"Пресненский район";"улица Пресненский Вал";"улица Пресненский Вал, дом 42";"37.571246";"55.771818";"3003";"{type=Point, coordinates=[37.5712460308215, 55.7718176319113]}";
"74";"Паркомат № 2074";"1774404";"Восточный административный округ";"район Перово";"Электродная улица";"Электродная улица, дом 6Б";"37.7525532";"55.7546569";"4044";"{type=Point, coordinates=[37.7525532309859, 55.7546565314935]}";
"75";"Паркомат № 2075";"1774405";"Восточный административный округ";"район Перово";"улица Плеханова";"улица Плеханова, дом 5";"37.758299";"55.756431";"4044";"{type=Point, coordinates=[37.7582990307123, 55.7564306316071]}";
"81";"Паркомат № 2081";"1774411";"Восточный административный округ";"район Соколиная Гора";"Гаражная улица";"Гаражная улица, дом 4";"37.7405369";"55.7587954";"4027";"{type=Point, coordinates=[37.7405369309809, 55.7587950314091]}";
"82";"Паркомат № 2082";"1774412";"Юго-Восточный административный округ";"район Лефортово";"Перовский проезд";"Перовский проезд, дом 2А";"37.7023235";"55.7441065";"4017";"{type=Point, coordinates=[37.7023235303564, 55.7441061312216]}";
"83";"Паркомат № 2083";"1774413";"Юго-Восточный административный округ";"район Марьино";"Люблинская улица";"Люблинская улица, дом 165";"37.745102";"55.65059";"4047";"{type=Point, coordinates=[37.745102030702, 55.6505896308315]}";
"88";"Паркомат № 2088";"1774418";"Центральный административный округ";"район Замоскворечье";"1-й Новокузнецкий переулок";"1-й Новокузнецкий переулок, напротив дома 11";"37.630958236771";"55.734991095588";"2009";"{type=Point, coordinates=[37.6309582673671, 55.7349907268422]}";
"90";"Паркомат № 2090";"1774420";"Западный административный округ";"район Дорогомилово";"площадь Дорогомиловская Застава";"площадь Дорогомиловская Застава, напротив дома 17";"37.555952";"55.747224";"3011";"{type=Point, coordinates=[37.5559520303807, 55.7472236314384]}";
"133";"Паркомат № 2133";"1774433";"Северо-Восточный административный округ";"район Марьина Роща";"Полковая улица";"Полковая улица, дом 3, строение 2";"37.606449";"55.798253";"4016";"{type=Point, coordinates=[37.6064490304249, 55.7982526318824]}";
"153";"Паркомат № 2153";"1774443";"Южный административный округ";"район Орехово-Борисово Северное";"Каширское шоссе";"Каширское шоссе, дом 104, корпус 1";"37.7156782";"55.613026";"4052";"{type=Point, coordinates=[37.7156782300521, 55.6130256306078]}";
"154";"Паркомат № 2154";"1774444";"Северо-Восточный административный округ";"Останкинский район";"1-я Останкинская улица";"1-я Останкинская улица, напротив дома 1, строение 2";"37.607313";"55.823607";"4022";"{type=Point, coordinates=[37.6073130310085, 55.8236066321589]}";
"161";"Паркомат № 2161";"1774451";"Центральный административный округ";"Пресненский район";"Малая Грузинская улица";"Малая Грузинская улица, дом 20/13, строение 1";"37.572142";"55.765245";"3003";"{type=Point, coordinates=[37.5721420311301, 55.7652446315216]}";
"101";"Паркомат № 2101";"1774460";"Юго-Восточный административный округ";"район Лефортово";"2-й Кабельный проезд";"2-й Кабельный проезд, дом 4";"37.7139669";"55.7496575";"4017";"{type=Point, coordinates=[37.7139669307233, 55.7496571313869]}";
"107";"Паркомат № 2107";"1774464";"Южный административный округ";"район Орехово-Борисово Южное";"Ореховый бульвар";"Ореховый бульвар, дом 18";"37.7276999";"55.6125049";"4053";"{type=Point, coordinates=[37.7276999307384, 55.6125045305172]}";
"109";"Паркомат № 2109";"1774466";"Юго-Восточный административный округ";"район Печатники";"Волгоградский проспект";"Волгоградский проспект, дом 42, корпус 13";"37.722094";"55.7106609";"4029";"{type=Point, coordinates=[37.722094030337, 55.710660531147]}";
"114";"Паркомат № 2114";"1774471";"Центральный административный округ";"Пресненский район";"улица Костикова";"улица Костикова, дом 3";"37.554761";"55.760881";"3003";"{type=Point, coordinates=[37.55476103054, 55.7608806319215]}";
"115";"Паркомат № 2115";"1774473";"Западный административный округ";"район Дорогомилово";"улица Генерала Ермолова";"улица Генерала Ермолова, дом 4";"37.5178277";"55.7347431";"4011";"{type=Point, coordinates=[37.5178277304271, 55.7347427315502]}";
"116";"Паркомат № 2116";"1774474";"Западный административный округ";"район Дорогомилово";"улица Кульнева";"улица Кульнева, напротив дома 3";"37.5221112";"55.7428684";"4011";"{type=Point, coordinates=[37.5221112303344, 55.7428680315961]}";
"117";"Паркомат № 2117";"1774476";"Западный административный округ";"район Дорогомилово";"улица Кульнева";"улица Кульнева, дом 34, строение 21";"37.5299728";"55.7417707";"4011";"{type=Point, coordinates=[37.5299728307762, 55.7417703315144]}";
"119";"Паркомат № 2119";"1774478";"Центральный административный округ";"Пресненский район";"Тишинская площадь";"Тишинская площадь, дом 6";"37.583786";"55.770374";"3003";"{type=Point, coordinates=[37.5837860306387, 55.7703736315174]}";
"121";"Паркомат № 2121";"1774480";"Западный административный округ";"район Крылатское";"Крылатская улица";"Крылатская улица, дом 15";"37.42708";"55.77035";"4062";"{type=Point, coordinates=[37.4270800314707, 55.7703496318211]}";
"125";"Паркомат № 2125";"1774484";"Центральный административный округ";"Пресненский район";"Малый Тишинский переулок";"Малый Тишинский переулок, дом 20";"37.578434";"55.770949";"3003";"{type=Point, coordinates=[37.5784340307931, 55.7709486316314]}";
"389";"Паркомат № 000058";"1774488";"Центральный административный округ";"Таганский район";"Китайгородский проезд";"Китайгородский проезд, дом 7";"37.633424";"55.7524787";"1108";"{type=Point, coordinates=[37.6334240305552, 55.7524783315788]}";
"484";"Паркомат № 001081";"1774493";"Центральный административный округ";"Басманный район";"Хохловский переулок";"Хохловский переулок, дом 15";"37.645216";"55.757348";"1007";"{type=Point, coordinates=[37.6452160302, 55.7573476315786]}";
"483";"Паркомат № 001082";"1774494";"Центральный административный округ";"Басманный район";"Хохловский переулок";"Хохловский переулок, дом 13";"37.643896";"55.756942";"1007";"{type=Point, coordinates=[37.6438960304545, 55.7569416316449]}";
"361";"Паркомат № 000063";"1774495";"Центральный административный округ";"Тверской район";"Биржевая площадь";"Биржевая площадь, дом 1";"37.62496";"55.755394";"1104";"{type=Point, coordinates=[37.6249600303244, 55.7553936315346]}";
"498";"Паркомат № 001080";"1774499";"Центральный административный округ";"Басманный район";"Большой Спасоглинищевский переулок";"Большой Спасоглинищевский переулок, дом 8, строение 8";"37.6354027777778";"55.7558222222222";"1107";"{type=Point, coordinates=[37.6354028080204, 55.755821853728]}";
"454";"Паркомат № 001083";"1774500";"Центральный административный округ";"Басманный район";"Старосадский переулок";"Старосадский переулок, дом 11";"37.639771";"55.755505";"1007";"{type=Point, coordinates=[37.6397710304636, 55.7555046314648]}";
"356";"Паркомат № 000056";"1774502";"Центральный административный округ";"Басманный район";"Большой Спасоглинищевский переулок";"Большой Спасоглинищевский переулок, дом 9";"37.636952";"55.7543";"1107";"{type=Point, coordinates=[37.6369520308726, 55.7542996316622]}";
"450";"Паркомат № 000030";"1774509";"Центральный административный округ";"Пресненский район";"Средний Кисловский переулок";"Средний Кисловский переулок, дом 4";"37.605415";"55.755798";"1103";"{type=Point, coordinates=[37.6054150308278, 55.7557976316591]}";
"360";"Паркомат № 001022";"1774514";"Центральный административный округ";"Басманный район";"Банковский переулок";"Банковский переулок, дом 1/7";"37.6350277777778";"55.76225";"1007";"{type=Point, coordinates=[37.6350278081147, 55.7622496317661]}";
"353";"Паркомат № 001036";"1774515";"Центральный административный округ";"Басманный район";"Архангельский переулок";"Архангельский переулок, дом 11/16";"37.6385";"55.762212";"1007";"{type=Point, coordinates=[37.6385000302362, 55.7622116314247]}";
"422";"Паркомат № 001049";"1774516";"Центральный административный округ";"Мещанский район";"Малый Кисельный переулок";"Малый Кисельный переулок, дом 4, строение 1";"37.626762";"55.7653";"1105";"{type=Point, coordinates=[37.6267620301343, 55.7652996318061]}";
"426";"Паркомат № 001055";"1774517";"Центральный административный округ";"Красносельский район";"Милютинский переулок";"Милютинский переулок, дом 14";"37.63203";"55.763416";"1106";"{type=Point, coordinates=[37.6320300303124, 55.7634156317205]}";
"404";"Паркомат № 001075";"1774518";"Центральный административный округ";"Басманный район";"Малый Трёхсвятительский переулок";"Малый Трёхсвятительский переулок, дом 1";"37.643145";"55.754705";"1007";"{type=Point, coordinates=[37.6431450307911, 55.7547046313826]}";
"175";"Паркомат № 2175";"1774521";"Северо-Западный административный округ";"район Щукино";"улица Маршала Бирюзова";"улица Маршала Бирюзова, дом 11";"37.4969387";"55.7918816";"4037";"{type=Point, coordinates=[37.4969387315653, 55.7918812320605]}";
"183";"Паркомат № 2183";"1774529";"Центральный административный округ";"Пресненский район";"улица Сергея Макеева";"улица Сергея Макеева, дом 15, строение 5";"37.553499";"55.766483";"3003";"{type=Point, coordinates=[37.5534990305402, 55.7664826314686]}";
"185";"Паркомат № 2185";"1774531";"Северо-Восточный административный округ";"район Марьина Роща";"Шереметьевская улица";"Шереметьевская улица, дом 5";"37.615998";"55.795266";"4016";"{type=Point, coordinates=[37.6159980302228, 55.7952656316581]}";
"190";"Паркомат № 2190";"1774536";"Центральный административный округ";"Пресненский район";"Большая Декабрьская улица";"Большая Декабрьская улица, дом 4";"37.55806";"55.766054";"3003";"{type=Point, coordinates=[37.5580600305136, 55.7660536318176]}";
"172";"Паркомат № 2172";"1774538";"Южный административный округ";"Нагорный район";"Варшавское шоссе";"Варшавское шоссе, дом 66";"37.6189443";"55.6598616";"4056";"{type=Point, coordinates=[37.6189443307141, 55.6598612308535]}";
"497";"Паркомат № 001084";"1774540";"Центральный административный округ";"Басманный район";"Потаповский переулок";"Потаповский переулок, дом 5";"37.640972";"55.761274";"1007";"{type=Point, coordinates=[37.6409720303934, 55.7612736315617]}";
"495";"Паркомат № 001079";"1774544";"Центральный административный округ";"Басманный район";"Петроверигский переулок";"Петроверигский переулок, дом 3";"37.638221";"55.756909";"1007";"{type=Point, coordinates=[37.6382210305685, 55.7569086314672]}";
"354";"Паркомат № 001035";"1774560";"Центральный административный округ";"Басманный район";"Архангельский переулок";"Архангельский переулок, дом 4";"37.6376138888889";"55.7606611111111";"1007";"{type=Point, coordinates=[37.6376139194643, 55.7606607426487]}";
"439";"Паркомат № 001037";"1774561";"Центральный административный округ";"Басманный район";"Потаповский переулок";"Потаповский переулок, дом 14";"37.641507";"55.759556";"1007";"{type=Point, coordinates=[37.6415070301406, 55.7595556315708]}";
"447";"Паркомат № 001038";"1774562";"Центральный административный округ";"Басманный район";"Сверчков переулок";"Сверчков переулок, дом 8";"37.639549";"55.760446";"1007";"{type=Point, coordinates=[37.6395490307155, 55.7604456316432]}";
"355";"Паркомат № 001039";"1774563";"Центральный административный округ";"Басманный район";"Большой Златоустинский переулок";"Большой Златоустинский переулок, дом 6";"37.6323305555556";"55.7588083333333";"1107";"{type=Point, coordinates=[37.6323305859357, 55.7588079647485]}";
"412";"Паркомат № 000061";"1774575";"Центральный административный округ";"Тверской район";"Ветошный переулок";"Ветошный переулок, дом 17";"37.623767";"55.754177";"1004";"{type=Point, coordinates=[37.6237670307985, 55.7541766317576]}";
"425";"Паркомат № 001057";"1774579";"Центральный административный округ";"Басманный район";"Кривоколенный переулок";"Кривоколенный переулок, дом 3А";"37.6342888888889";"55.7612916666667";"1007";"{type=Point, coordinates=[37.6342889195402, 55.761291298368]}";
"170";"Паркомат № 2170";"1774586";"Юго-Восточный административный округ";"Нижегородский район";"Смирновская улица";"Смирновская улица, дом 4А";"37.7062905";"55.7375096";"4028";"{type=Point, coordinates=[37.7062905310584, 55.7375092312039]}";
"168";"Паркомат № 2168";"1774591";"Западный административный округ";"район Дорогомилово";"улица Генерала Ермолова";"улица Генерала Ермолова, дом 1А";"37.5233";"55.73695";"4011";"{type=Point, coordinates=[37.5233000304437, 55.7369496316213]}";
"29";"Паркомат № 2029";"1774607";"Западный административный округ";"район Дорогомилово";"Студенческая улица";"Студенческая улица, дом 32";"37.544166";"55.740699";"3011";"{type=Point, coordinates=[37.5441660306567, 55.7406986315814]}";
"32";"Паркомат № 2032";"1774610";"Центральный административный округ";"район Замоскворечье";"Озерковская набережная";"Озерковская набережная, дом 26";"37.63825856945";"55.739895071164";"2009";"{type=Point, coordinates=[37.6382585998796, 55.7398947028659]}";
"34";"Паркомат № 2034";"1774612";"Юго-Восточный административный округ";"район Лефортово";"2-й Кабельный проезд";"2-й Кабельный проезд, дом 2Б, строение 1";"37.7168047";"55.7452267";"4017";"{type=Point, coordinates=[37.7168047311522, 55.7452263314323]}";
"35";"Паркомат № 2035";"1774613";"Восточный административный округ";"район Измайлово";"9-я Парковая улица";"9-я Парковая улица, дом 26, корпус 1";"37.799923";"55.794104";"4042";"{type=Point, coordinates=[37.7999230308761, 55.7941036318866]}";
"296";"Паркомат № 2296";"1774640";"Центральный административный округ";"Басманный район";"Дурасовский переулок";"Дурасовский переулок, дом 7";"37.650227084656";"55.754467549464";"2007";"{type=Point, coordinates=[37.6502271153383, 55.7544671810206]}";
"297";"Паркомат № 2297";"1774641";"Южный административный округ";"район Зябликово";"Ореховый бульвар";"Ореховый бульвар, дом 39, корпус 1";"37.739861";"55.6137107";"4054";"{type=Point, coordinates=[37.7398610301971, 55.6137103304364]}";
"298";"Паркомат № 2298";"1774642";"Западный административный округ";"район Дорогомилово";"Кутузовский проезд";"Кутузовский проезд, дом 4";"37.52422";"55.73967";"4011";"{type=Point, coordinates=[37.5242200301423, 55.7396696317369]}";
"299";"Паркомат № 2299";"1774643";"Юго-Восточный административный округ";"район Марьино";"улица Перерва";"улица Перерва, дом 31";"37.7453649";"55.6585845";"4047";"{type=Point, coordinates=[37.7453649307699, 55.6585841308888]}";
"300";"Паркомат № 2300";"1774644";"Центральный административный округ";"Басманный район";"улица Воронцово Поле";"улица Воронцово Поле, дом 13/25, строение 1";"37.65448754418";"55.754506324354";"2007";"{type=Point, coordinates=[37.6544875749952, 55.754505955774]}";
"301";"Паркомат № 2301";"1774645";"Западный административный округ";"район Филёвский Парк";"улица Барклая";"улица Барклая, дом 14";"37.4968851";"55.7451648";"4036";"{type=Point, coordinates=[37.4968851316842, 55.7451644318271]}";
"302";"Паркомат № 2302";"1774646";"Северный административный округ";"район Аэропорт";"Ленинградский проспект";"Ленинградский проспект, дом 64, строение 23";"37.5271753";"55.8026995";"4014";"{type=Point, coordinates=[37.5271753307655, 55.8026991319534]}";
"312";"Паркомат № 2312";"1774649";"Центральный административный округ";"Таганский район";"Тетеринский переулок";"Тетеринский переулок, дом 10";"37.65138446627";"55.745563187755";"2008";"{type=Point, coordinates=[37.6513844966459, 55.7455628190573]}";
"314";"Паркомат № 2314";"1774651";"Центральный административный округ";"Пресненский район";"улица Сергея Макеева";"улица Сергея Макеева, дом 13";"37.55143";"55.763039";"3003";"{type=Point, coordinates=[37.5514300307932, 55.7630386316131]}";
"315";"Паркомат № 2315";"1774652";"Центральный административный округ";"Таганский район";"Гончарная улица";"Гончарная улица, дом 26, строение 1";"37.649448171333";"55.74286517045";"2008";"{type=Point, coordinates=[37.6494482018707, 55.7428648020249]}";
"306";"Паркомат № 2306";"1774657";"Центральный административный округ";"Таганский район";"Берниковская набережная";"Берниковская набережная, дом 14, строение 2";"37.652133694443";"55.749485644752";"2008";"{type=Point, coordinates=[37.652133724838, 55.7494852760799]}";
"307";"Паркомат № 2307";"1774658";"Северный административный округ";"район Аэропорт";"улица Черняховского";"улица Черняховского, напротив дома 4";"37.5331013";"55.8025176";"4014";"{type=Point, coordinates=[37.5331013307007, 55.802517231948]}";
"407";"Паркомат № 000031";"1774667";"Центральный административный округ";"Пресненский район";"Малый Кисловский переулок";"Малый Кисловский переулок, дом 12/8";"37.6028055555556";"55.7559972222222";"1103";"{type=Point, coordinates=[37.6028055857364, 55.7559968536964]}";
"408";"Паркомат № 000032";"1774668";"Центральный административный округ";"Пресненский район";"Малый Кисловский переулок";"Малый Кисловский переулок, дом 3";"37.6027916666667";"55.7548055555556";"1103";"{type=Point, coordinates=[37.6027916968816, 55.7548051873728]}";
"3";"Паркомат № 2003";"1774682";"Северный административный округ";"район Аэропорт";"улица Лизы Чайкиной";"улица Лизы Чайкиной, дом 6";"37.5261265";"55.8045915";"4014";"{type=Point, coordinates=[37.5261265303444, 55.8045911319657]}";
"4";"Паркомат № 2004";"1774683";"Центральный административный округ";"район Замоскворечье";"улица Бахрушина";"улица Бахрушина, дом 28";"37.637016136246";"55.732680532068";"2009";"{type=Point, coordinates=[37.6370161669513, 55.7326801635679]}";
"7";"Паркомат № 2007";"1774686";"Северный административный округ";"Войковский район";"Новопетровский проезд";"Новопетровский проезд, дом 33, строение 38";"37.5016594";"55.8275733";"4064";"{type=Point, coordinates=[37.501659430539, 55.8275729319709]}";
"8";"Паркомат № 2008";"1774687";"Юго-Восточный административный округ";"Нижегородский район";"Подъёмная улица";"Подъёмная улица, дом 7";"37.7057004";"55.7395255";"4028";"{type=Point, coordinates=[37.7057004304476, 55.7395251312412]}";
"9";"Паркомат № 2009";"1774688";"Юго-Восточный административный округ";"район Марьино";"Люблинская улица";"Люблинская улица, напротив дома 112А, строение 3";"37.7428544";"55.6488087";"4047";"{type=Point, coordinates=[37.7428544305882, 55.6488083308991]}";
"10";"Паркомат № 2010";"1774689";"Юго-Западный административный округ";"район Ясенево";"Новоясеневский проспект";"Новоясеневский проспект, дом 3А";"37.5129998";"55.6149922";"4059";"{type=Point, coordinates=[37.5129998306248, 55.6149918309857]}";
"2";"Паркомат № 2002";"1774697";"Центральный административный округ";"район Якиманка";"Лубочный переулок";"Лубочный переулок, дом 2";"37.625602390213";"55.746592741046";"2010";"{type=Point, coordinates=[37.6256024209552, 55.7465923724248]}";
"21";"Паркомат № 2021";"1774703";"Восточный административный округ";"район Вешняки";"улица Красный Казанец";"улица Красный Казанец, дом 7";"37.806244";"55.721034";"4045";"{type=Point, coordinates=[37.8062440307254, 55.721033631314]}";
"23";"Паркомат № 2023";"1774705";"Западный административный округ";"район Дорогомилово";"Киевская улица";"Киевская улица, дом 39";"37.53818";"55.73831";"3011";"{type=Point, coordinates=[37.5381800304613, 55.7383096315951]}";
"24";"Паркомат № 2024";"1774706";"Центральный административный округ";"район Замоскворечье";"3-й Монетчиковский переулок";"3-й Монетчиковский переулок, дом 15";"37.629531931213";"55.731450794449";"2009";"{type=Point, coordinates=[37.6295319618838, 55.7314504258521]}";
"25";"Паркомат № 2025";"1774707";"Центральный административный округ";"район Замоскворечье";"3-й Монетчиковский переулок";"3-й Монетчиковский переулок, дом 4/6, строение 1";"37.62903";"55.733718";"2009";"{type=Point, coordinates=[37.6290300300216, 55.7337176315]}";
"26";"Паркомат № 2026";"1774708";"Юго-Восточный административный округ";"район Лефортово";"Перовский проезд";"Перовский проезд, дом 17";"37.7078757";"55.7437003";"4028";"{type=Point, coordinates=[37.7078757305587, 55.7436999312528]}";
"27";"Паркомат № 2027";"1774709";"Центральный административный округ";"район Замоскворечье";"6-й Монетчиковский переулок";"6-й Монетчиковский переулок, дом 6/1";"37.632223";"55.733254";"2009";"{type=Point, coordinates=[37.6322230306005, 55.7332536316452]}";
"236";"Паркомат № 2236";"1774712";"Центральный административный округ";"Пресненский район";"улица Сергея Макеева";"улица Сергея Макеева, напротив дома 6";"37.550443";"55.759779";"3003";"{type=Point, coordinates=[37.5504430302352, 55.759778631552]}";
"242";"Паркомат № 2242";"1774718";"Западный административный округ";"район Дорогомилово";"улица Дениса Давыдова";"улица Дениса Давыдова, дом 2";"37.51842";"55.7393";"4011";"{type=Point, coordinates=[37.518420030707, 55.7392996317165]}";
"244";"Паркомат № 2244";"1774720";"Западный административный округ";"район Дорогомилово";"улица Генерала Ермолова";"улица Генерала Ермолова, дом 1Б";"37.5212395";"55.736359";"4011";"{type=Point, coordinates=[37.5212395305916, 55.7363586318064]}";
"247";"Паркомат № 2247";"1774723";"Восточный административный округ";"район Соколиная Гора";"Малая Семёновская улица";"Малая Семёновская улица, напротив дома 11";"37.71153";"55.78483";"4026";"{type=Point, coordinates=[37.7115300304996, 55.7848296315069]}";
"251";"Паркомат № 2251";"1774728";"Северный административный округ";"район Аэропорт";"Авиационный переулок";"Авиационный переулок, дом 4";"37.5385747";"55.7996045";"4014";"{type=Point, coordinates=[37.5385747306354, 55.7996041319264]}";
"287";"Паркомат № 2287";"1774735";"Центральный административный округ";"Басманный район";"Лялин переулок";"Лялин переулок, дом 8, строение 2";"37.651502629955";"55.760195696691";"2007";"{type=Point, coordinates=[37.6515026610687, 55.7601953284166]}";
"288";"Паркомат № 2288";"1774736";"Центральный административный округ";"Пресненский район";"Средний Тишинский переулок";"Средний Тишинский переулок, напротив дома 28, строение 1";"37.575688";"55.770309";"3003";"{type=Point, coordinates=[37.5756880309977, 55.7703086316451]}";
"289";"Паркомат № 2289";"1774737";"Центральный административный округ";"Басманный район";"Малый Казённый переулок";"Малый Казённый переулок, дом 16";"37.655328518385";"55.761310529218";"2007";"{type=Point, coordinates=[37.6553285490313, 55.7613101609921]}";
"290";"Паркомат № 2290";"1774738";"Центральный административный округ";"Басманный район";"Большой Казённый переулок";"Большой Казённый переулок, дом 6";"37.654936084656";"55.759995284884";"2007";"{type=Point, coordinates=[37.6549361155055, 55.7599949162689]}";
"291";"Паркомат № 2291";"1774739";"Центральный административный округ";"Басманный район";"Яковоапостольский переулок";"Яковоапостольский переулок, дом 9";"37.654145958336";"55.758685930371";"2007";"{type=Point, coordinates=[37.6541459888207, 55.7586855618348]}";
"318";"Паркомат № 2318";"1774742";"Центральный административный округ";"Таганский район";"Гончарная улица";"Гончарная улица, дом 35";"37.651106961516";"55.741120743421";"2008";"{type=Point, coordinates=[37.6511069922375, 55.7411203747977]}";
"294";"Паркомат № 2294";"1774746";"Центральный административный округ";"Басманный район";"Подсосенский переулок";"Подсосенский переулок, дом 9";"37.651179558197";"55.757836185592";"2007";"{type=Point, coordinates=[37.6511795891587, 55.7578358170507]}";
"295";"Паркомат № 2295";"1774747";"Центральный административный округ";"Басманный район";"Бригадирский переулок";"Бригадирский переулок, напротив дома 1/13";"37.6768157";"55.7657372";"3007";"{type=Point, coordinates=[37.6768157304903, 55.7657368317995]}";
"333";"Паркомат № 2333";"1774760";"Южный административный округ";"район Орехово-Борисово Северное";"Каширское шоссе";"Каширское шоссе, дом 61, корпус 4, строение 1";"37.7167404";"55.6135531";"4052";"{type=Point, coordinates=[37.7167404303837, 55.6135527307074]}";
"383";"Паркомат № 001017";"1774767";"Центральный административный округ";"Басманный район";"Девяткин переулок";"Девяткин переулок, дом 6";"37.639742";"55.758651";"1007";"{type=Point, coordinates=[37.639742030157, 55.7586506317617]}";
"400";"Паркомат № 001018";"1774768";"Центральный административный округ";"Басманный район";"Малый Златоустинский переулок";"Малый Златоустинский переулок, дом 10";"37.635992";"55.759719";"1007";"{type=Point, coordinates=[37.635992030088, 55.7597186315527]}";
"401";"Паркомат № 000054";"1774769";"Центральный административный округ";"Басманный район";"Малый Ивановский переулок";"Малый Ивановский переулок, дом 7";"37.64091388";"55.75421388";"1007";"{type=Point, coordinates=[37.6409139102805, 55.7542135115901]}";
"352";"Паркомат № 001020";"1774770";"Центральный административный округ";"Басманный район";"Армянский переулок";"Армянский переулок, дом 5";"37.63565";"55.7602305555556";"1007";"{type=Point, coordinates=[37.6356500306818, 55.7602301873787]}";
"351";"Паркомат № 001021";"1774771";"Центральный административный округ";"Басманный район";"Армянский переулок";"Армянский переулок, дом 4";"37.6369444444444";"55.759575";"1007";"{type=Point, coordinates=[37.6369444751522, 55.7595746315259]}";
"362";"Паркомат № 001030";"1774779";"Центральный административный округ";"Красносельский район";"Бобров переулок";"Бобров переулок, дом 8";"37.63512";"55.764965";"1106";"{type=Point, coordinates=[37.6351200300647, 55.764964631477]}";
"372";"Паркомат № 000021";"1774793";"Центральный административный округ";"Пресненский район";"Вознесенский переулок";"Вознесенский переулок, дом 12";"37.6054222222222";"55.7590555555556";"1103";"{type=Point, coordinates=[37.6054222523907, 55.7590551870193]}";
"213";"Паркомат № 2213";"1774796";"Западный административный округ";"район Дорогомилово";"Киевская улица";"Киевская улица, дом 16";"37.551918";"55.7402";"3011";"{type=Point, coordinates=[37.5519180306418, 55.7401996315592]}";
"206";"Паркомат № 2206";"1774800";"Западный административный округ";"район Дорогомилово";"улица 1812 Года";"улица 1812 Года, дом 2";"37.52499";"55.73581";"4011";"{type=Point, coordinates=[37.5249900300447, 55.7358096314995]}";
"218";"Паркомат № 2218";"1774802";"Западный административный округ";"район Дорогомилово";"Студенческая улица";"Студенческая улица, напротив дома 12";"37.553366";"55.744202";"3011";"{type=Point, coordinates=[37.5533660304306, 55.7442016318051]}";
"221";"Паркомат № 2221";"1774805";"Восточный административный округ";"район Перово";"улица Плеханова";"улица Плеханова, дом 24, корпус 1";"37.767967";"55.741227";"4044";"{type=Point, coordinates=[37.7679670303418, 55.741226631444]}";
"228";"Паркомат № 2228";"1774814";"Восточный административный округ";"район Преображенское";"Электрозаводская улица";"Электрозаводская улица, дом 27";"37.70779";"55.79168";"4026";"{type=Point, coordinates=[37.7077900304772, 55.7916796316643]}";
"232";"Паркомат № 2232";"1774818";"Восточный административный округ";"район Соколиная Гора";"Большая Семёновская улица";"Большая Семёновская улица, дом 27";"37.70924";"55.78219";"4027";"{type=Point, coordinates=[37.7092400308015, 55.7821896316115]}";
"261";"Паркомат № 2261";"1774826";"Центральный административный округ";"Пресненский район";"Звенигородское шоссе";"Звенигородское шоссе, дом 3, строение 1А";"37.555142";"55.763939";"3003";"{type=Point, coordinates=[37.5551420303081, 55.7639386318015]}";
"263";"Паркомат № 2263";"1774828";"Центральный административный округ";"Пресненский район";"Большой Тишинский переулок";"Большой Тишинский переулок, дом 41, строение 1";"37.568526";"55.769413";"3003";"{type=Point, coordinates=[37.5685260309616, 55.769412631599]}";
"264";"Паркомат № 2264";"1774829";"Северный административный округ";"Хорошёвский район";"1-й Магистральный тупик";"1-й Магистральный тупик, дом 9, строение 12";"37.524071";"55.766473";"4013";"{type=Point, coordinates=[37.5240710302328, 55.7664726318779]}";
"269";"Паркомат № 2269";"1774834";"Центральный административный округ";"Басманный район";"Волховский переулок";"Волховский переулок, напротив дома 21/5, строение 1";"37.6847067";"55.77046";"3007";"{type=Point, coordinates=[37.6847067304752, 55.7704596314434]}";
"271";"Паркомат № 2271";"1774836";"Центральный административный округ";"Басманный район";"Большой Харитоньевский переулок";"Большой Харитоньевский переулок, напротив дома 12";"37.646078014542";"55.765138666498";"2007";"{type=Point, coordinates=[37.646078044574, 55.7651382981334]}";
"274";"Паркомат № 2274";"1774839";"Западный административный округ";"район Дорогомилово";"Поклонная улица";"Поклонная улица, дом 2";"37.52047";"55.73388";"4011";"{type=Point, coordinates=[37.5204700301406, 55.7338796313608]}";
"276";"Паркомат № 2276";"1774841";"Центральный административный округ";"Басманный район";"Фурманный переулок";"Фурманный переулок, дом 15";"37.651041381615";"55.764976922717";"2007";"{type=Point, coordinates=[37.6510414121132, 55.7649765544423]}";
"282";"Паркомат № 2282";"1774847";"Центральный административный округ";"Басманный район";"улица Машкова";"улица Машкова, дом 17";"37.653023559525";"55.764365441832";"2007";"{type=Point, coordinates=[37.6530235905985, 55.7643650736231]}";
"421";"Паркомат № 000050";"1774854";"Центральный административный округ";"Таганский район";"Певческий переулок";"Певческий переулок, дом 1/2, строение 1";"37.642045";"55.751913";"1008";"{type=Point, coordinates=[37.6420450302502, 55.7519126316582]}";
